CompanyName,Location,Description,HyperLink
Expos 4 Products,"Chatsworth, California","You can rent iPads, mac edit systems, macbookd mac desktops, Plasma Display,1080p LCD TV, 1080p LCD Displays, 1080P Plasma Displays, 1080p DLP Projectors,  hd-sdi plasma displays, sdi plasma displays, hdmi plasma displays, 2000 lumen to 12,000 lumen LCD Projectors, LCD , LCD Monitors, 2300 lumen to…",https://www.productionhub.com/profiles/details/152030
California Independent Production Center,"Burbank, California","All inclusive Suites available

Production offices and suites available
Need a quick office for short term or long term use? Or a virtual office for a start up business?

Make an appointment with California Independent Production Center.
818.567.6190  ext. 128 Our rates and terms are flexible…",https://www.productionhub.com/profiles/details/237956
Lensrentals,"Cordova, Tennessee","Lensrentals is the largest online rental provider for photography, videography, and lighting equipment and accessories in the United States. Headquartered in Memphis, Tennessee, with a satellite office in Nashville, Lensrentals ships gear to customers in all 50 states and also provides in-person…",https://www.productionhub.com/profiles/details/341593
Gearhouse Broadcast LLC - Burbank,"Burbank, California","Gearhouse Broadcast is a market leader in television broadcast services, specializing in the global provision of Equipment Rental, Equipment Sales, Outside Broadcast, Project Solutions and Systems Integration.

Operating globally with offices in the UK, Australia, USA and Qatar, Gearhouse…",https://www.productionhub.com/profiles/details/141363
The Theme Factory of Philadelphia,"Philadelphia, Pennsylvania","Our Mission 
     THE THEME FACTORY of PHILADELPHIA's mission is to be the Special Event Solution provider to event planners and project managers.
     We make available for rental and sale, quality scenic and graphic elements for use in Private and Corporate Special Events, Museum exhibitions,…",https://www.productionhub.com/profiles/details/274763
Tech Imaging Services Inc,"Saugus, Massachusetts","If you have ever seen extreme slow motion footage on your television -  maybe some slow-motion blood spatter from your favorite cop drama - or a super slow motion replay of a golf swing, home run, forehand winner, or left hook during your favorite sporting event – or if you are a fan of Discovery’s…",https://www.productionhub.com/profiles/details/196975
Rat Race Productions LLC,"Ivoryton, Connecticut","Rat Race has supplied grip&lighting trucks and crew to productions since 1983.  Our truck-based packages cover points between NYC and Boston, Connecticut, Rhode Island and southern Mass, as locals.  Free crewing referrals (experienced, non-union crew) included for all our clients.

LIGHTING GEAR:…",https://www.productionhub.com/profiles/details/167160
TAI Audio,"Orlando, Florida","TAI Audio provides production audio and communications solutions for the broadcast film and video industries. Our clients include network television producers, production companies, special event and convention groups, sporting event companies, churches and law enforcement. Whether you need to…",https://www.productionhub.com/profiles/details/210431
Palm Springs Production RV and Supplies,"San Diego, California","Palm Springs Production RVs supplies fully-equipped production RVs, trailers, and portable restroom trailers to all of Coachella Valley and beyond. Our RVs are custom-designed to fit the needs of the film industry, with separate hair and makeup and wardrobe areas.",https://www.productionhub.com/profiles/details/319238
Axis Portable Air,"Atlanta, Georgia","Axis provides full-service air conditioning and heating equipment rentals to productions - both on location and sets. We handle the delivery and installation of our projects.

We provide to the industry:
- HVAC rentals and sales
- Installation of temporary HVAC systems for buildings, tents,…",https://www.productionhub.com/profiles/details/356792
Location Sound Corp.,"North Hollywood, California","For over 40 years, Location Sound Corp. has been a supplier of professional audio and communications solutions for film, video, broadcast, business, institutional and other recording applications. As a member of the ESOP Association, the national trade association for companies with employee stock…",https://www.productionhub.com/profiles/details/48018
Colorado Audio Visual & Design,"Englewood, Colorado","Colorado Audio Visual & Design is based out of Aspen, CO with a second branch located near downtown Denver. From video projection to full sound systems & lighting, COAVD has everything you need to make your next festival, conference, or video project a professional and successful one.

Our film…",https://www.productionhub.com/profiles/details/328640
HD Optics & Camera,"Burbank, California","Call us for a Quote: 818-563-2020
  We Offer:
- Boutique Service
- Competitive Pricing
- Knowledgeable Staff
- State of the Art Facility
- Extensive Motion Picture Camera and Lens Inventory
- 24hr & On Site Support

HD Optics & Camera is dedicated to providing the finest Motion Picture…",https://www.productionhub.com/profiles/details/284704
LensProToGo,"Concord, Massachusetts","LensProToGo is a nation wide rental company that will ship gear anywhere in the United States and includes FREE round trip shipping in the price! We have a large inventory of: Cameras, Lenses, Stabilization, Motion Control, Lighting, Audio Gear, Tripods, Media and more! 

TAKE 15% OFF YOUR ORDER…",https://www.productionhub.com/profiles/details/288750
Set Shop-Set Building / Supplies / Rentals,"New York, New York","SCENICS

Visit our Drops in the Rental Department and see our new scenic additions. 
Rental Backdrops

We have added an entire new line of backdrops on our rental department. All colors available in both 10' x 12' or 10' x 24'. Follow this link and see for yourself.

We have just added Lee…",https://www.productionhub.com/profiles/details/39394
Ten Eighty Media,"Southlake, Texas","From sporting events, to concerts, to live corporate events, Ten Eighty Media has the cutting edge HD video equipment to make your event shine.  Combine screamin’ HD video, amazing audio support and theatre quality stage lighting design with well engineered solutions, and you have a memorable event…",https://www.productionhub.com/profiles/details/177056
Eleven04,"Chicago, Illinois","Chicago's indie-focused equipment rental house and production facility. Eleven04 provides exceptional gear, service, and support in a friendly and accessible environment with the most competitive pricing in town.",https://www.productionhub.com/profiles/details/350057
